agency_id,account_sender_name,country_sender,account_receiver_name,country_receiver,amount,payment_type,datetime_timestamp
9640,Nissan,UK,Activision Blizard,UK,2650140,transfer,8360000
8369,Monoprix,US,ConocoPhillips,ITA,2447111,transfer,8361000
1904,Exxon Mobil,SP,Nissan,JAP,6691240,card,8362000
1873,Nissan,GER,Tesla,SPA,218098,card,8363000
5469,Valeo,CHI,Tesla,JAP,2097443,card,8364000
2869,McKesson,JAP,Chevron,GER,8156834,transfer,8365000
7148,General Motos,ITA,General Motos,UK,3392648,cheque,8366000
5196,Chevron,GER,General Motos,CHI,3041618,transfer,8367000
9189,Nissan,GER,Renault,GER,7948977,card,8368000
187,ConocoPhillips,FR,Nissan,CHI,9569548,cheque,8369000
4798,Valeo,US,Valeo,UK,3660667,card,8370000
5549,Exxon Mobil,GER,Chevron,SP,4688589,transfer,8371000
2752,General Motos,UK,Chevron,GER,2373347,transfer,8372000
4467,Chevron,SWI,Valeo,UK,4319333,cheque,8373000
3599,ConocoPhillips,US,CapGemini,GER,8318115,card,8374000
2646,McKesson,JAP,Carrefour,SP,3780963,transfer,8375000
7818,McKesson,SPA,Nissan,GER,6266393,cheque,8376000
2984,Activision Blizard,GER,Carrefour,SWI,9997383,cheque,8377000
8575,Monoprix,US,Exxon Mobil,SP,9436074,card,8378000
4213,Renault,GER,Activision Blizard,SWI,4280636,cheque,8379000
6798,Monoprix,ITA,Exxon Mobil,SP,8699123,card,8380000
3556,Activision Blizard,ITA,Nissan,CHI,284819,card,8381000
3590,Renault,GER,Renault,SP,7931830,transfer,8382000
6332,General Motos,UK,ConocoPhillips,SWI,2720645,transfer,8383000
8943,Activision Blizard,CHI,Chevron,US,1796887,transfer,8384000
8321,Monoprix,GER,Exxon Mobil,JAP,6999259,cheque,8385000
4528,Renault,FR,McKesson,ITA,5972421,cheque,8386000
73,Chevron,UK,General Motos,CHI,5376887,transfer,8387000
1182,Valeo,JAP,General Motos,GER,252943,transfer,8388000
733,ConocoPhillips,GER,Tesla,SWI,4122929,transfer,8389000
4157,CapGemini,ITA,Renault,SP,9536403,cheque,8390000
1768,Monoprix,GER,Monoprix,SP,1419101,card,8391000
5754,Chevron,US,CapGemini,FR,8945126,card,8392000
2915,Nissan,ITA,Renault,US,8039732,cheque,8393000
7793,Activision Blizard,US,ConocoPhillips,SPA,3541314,transfer,8394000
2547,Carrefour,GER,Nissan,UK,6822372,transfer,8395000
2706,Tesla,JAP,General Motos,FR,5322736,card,8396000
4413,Activision Blizard,ITA,ConocoPhillips,JAP,702717,transfer,8397000
2452,General Motos,FR,Chevron,SP,9577551,cheque,8398000
9067,Tesla,CHI,ConocoPhillips,SP,8809242,transfer,8399000
752,General Motos,US,Tesla,JAP,8843308,card,8400000
1035,Carrefour,CHI,Tesla,GER,3371796,card,8401000
2068,CapGemini,SP,CapGemini,JAP,2525380,transfer,8402000
9073,ConocoPhillips,US,Renault,FR,4351253,card,8403000
3473,Carrefour,SP,Exxon Mobil,GER,4522579,cheque,8404000
2483,Tesla,US,McKesson,SWI,7748115,cheque,8405000
2589,Valeo,US,Monoprix,UK,7547979,transfer,8406000
8845,Valeo,US,Carrefour,SP,4694872,card,8407000
1554,CapGemini,CHI,Valeo,SWI,3459060,cheque,8408000
2489,Activision Blizard,SPA,McKesson,SPA,553220,transfer,8409000
1034,Carrefour,FR,ConocoPhillips,SWI,1454544,transfer,8410000
866,ConocoPhillips,GER,CapGemini,UK,5751116,cheque,8411000
4209,ConocoPhillips,CHI,Carrefour,SP,1200516,transfer,8412000
4063,CapGemini,UK,ConocoPhillips,US,9153813,card,8413000
1346,Tesla,UK,Chevron,SP,4347610,cheque,8414000
8946,Tesla,ITA,Nissan,SPA,5669637,transfer,8415000
7684,Exxon Mobil,GER,Renault,JAP,1380782,card,8416000
5973,CapGemini,SP,General Motos,JAP,801449,cheque,8417000
6444,General Motos,SWI,ConocoPhillips,CHI,8437450,cheque,8418000
7571,CapGemini,US,General Motos,SP,7171454,card,8419000
2577,McKesson,CHI,Activision Blizard,FR,1758376,cheque,8420000
7778,Exxon Mobil,GER,Valeo,UK,9876986,cheque,8421000
1489,Nissan,SPA,Monoprix,FR,4985441,card,8422000
2524,Monoprix,ITA,Nissan,UK,8566891,transfer,8423000
2266,General Motos,GER,Activision Blizard,US,6396307,transfer,8424000
748,Activision Blizard,SPA,McKesson,JAP,3486448,transfer,8425000
1230,Renault,JAP,Valeo,FR,6475250,cheque,8426000
5596,ConocoPhillips,SPA,Tesla,JAP,4552506,transfer,8427000
6933,Carrefour,ITA,CapGemini,GER,2568997,transfer,8428000
9426,Activision Blizard,SPA,Chevron,ITA,4147425,cheque,8429000
6671,Tesla,CHI,Monoprix,ITA,4929969,cheque,8430000
569,Renault,CHI,Chevron,JAP,4052473,card,8431000
7680,Exxon Mobil,SWI,Chevron,SWI,3646036,cheque,8432000
4648,Exxon Mobil,US,ConocoPhillips,SPA,7792076,transfer,8433000
2743,Nissan,US,Nissan,SPA,9678247,card,8434000
4972,McKesson,GER,Exxon Mobil,SPA,7784495,transfer,8435000
1986,General Motos,ITA,Renault,SP,6728563,cheque,8436000
4105,General Motos,GER,General Motos,SP,9619661,transfer,8437000
2053,Renault,JAP,Carrefour,US,733526,cheque,8438000
7201,Renault,SWI,Nissan,SPA,1700171,cheque,8439000
734,Carrefour,SP,CapGemini,CHI,9044112,card,8440000
7587,Exxon Mobil,UK,General Motos,CHI,4944484,cheque,8441000
1339,General Motos,FR,Exxon Mobil,SPA,5128389,transfer,8442000
3909,ConocoPhillips,US,Chevron,SWI,4326640,card,8443000
6445,CapGemini,ITA,Chevron,GER,5172127,transfer,8444000
1399,Tesla,GER,CapGemini,CHI,4058485,card,8445000
7438,Nissan,SPA,General Motos,JAP,7643525,transfer,8446000
370,Nissan,SWI,Monoprix,SP,8786551,transfer,8447000
387,ConocoPhillips,GER,Carrefour,SP,2119949,cheque,8448000
6373,General Motos,SPA,Exxon Mobil,GER,5884586,card,8449000
1888,Chevron,UK,ConocoPhillips,US,7230581,card,8450000
3870,ConocoPhillips,CHI,Monoprix,GER,3755049,transfer,8451000
5524,General Motos,JAP,Valeo,SWI,5616278,transfer,8452000
1847,Carrefour,FR,Activision Blizard,JAP,4319648,card,8453000
2100,General Motos,GER,McKesson,SPA,583300,cheque,8454000
9588,Tesla,US,Monoprix,GER,7045537,transfer,8455000
3747,Chevron,SWI,Carrefour,SPA,6653996,transfer,8456000
7058,Renault,SP,ConocoPhillips,SPA,6753539,card,8457000
5135,Renault,SPA,Exxon Mobil,US,3238397,cheque,8458000
9793,General Motos,UK,Activision Blizard,JAP,1926546,card,8459000
8298,Valeo,US,Carrefour,GER,8580766,cheque,8460000
5339,CapGemini,JAP,McKesson,JAP,5607851,cheque,8461000
6448,CapGemini,US,Tesla,CHI,6561619,transfer,8462000
1299,CapGemini,JAP,Activision Blizard,ITA,5766279,card,8463000
1429,Valeo,GER,CapGemini,US,1881246,card,8464000
2284,Renault,SPA,Chevron,SWI,1161917,card,8465000
9365,McKesson,GER,CapGemini,SPA,9810918,transfer,8466000
4179,Monoprix,CHI,Renault,GER,3204394,cheque,8467000
9787,Tesla,JAP,CapGemini,SWI,4475032,cheque,8468000
4625,Carrefour,SP,Renault,CHI,7504033,card,8469000
3175,McKesson,ITA,ConocoPhillips,SP,3656479,cheque,8470000
235,Activision Blizard,SP,ConocoPhillips,JAP,8956133,cheque,8471000
3414,Carrefour,CHI,Carrefour,US,7269574,transfer,8472000
8622,Activision Blizard,SPA,Carrefour,FR,2983591,card,8473000
3156,General Motos,UK,Carrefour,UK,6288569,card,8474000
7884,Monoprix,FR,Activision Blizard,US,3847993,cheque,8475000
1171,McKesson,SPA,McKesson,FR,9864640,cheque,8476000
9940,ConocoPhillips,JAP,CapGemini,ITA,2201548,cheque,8477000
4012,McKesson,JAP,McKesson,SP,3578247,transfer,8478000
9362,Tesla,US,ConocoPhillips,SP,6866548,card,8479000
4253,ConocoPhillips,FR,Activision Blizard,GER,8866299,card,8480000
7719,Monoprix,SPA,Activision Blizard,GER,6712410,cheque,8481000
6749,Carrefour,SP,Carrefour,JAP,1317187,transfer,8482000
2818,Chevron,US,Chevron,SP,3653784,card,8483000
2942,McKesson,JAP,McKesson,SP,6609783,card,8484000
3648,ConocoPhillips,US,Nissan,SP,7212516,card,8485000
6640,Tesla,SP,Nissan,UK,1291656,card,8486000
4124,Tesla,ITA,Activision Blizard,GER,7695023,cheque,8487000
5412,Renault,UK,Renault,CHI,591958,cheque,8488000
5993,ConocoPhillips,CHI,McKesson,CHI,815518,card,8489000
4112,Chevron,JAP,Chevron,ITA,3992603,card,8490000
7201,Activision Blizard,SP,Nissan,JAP,8150870,transfer,8491000
77,Chevron,FR,Tesla,CHI,5439966,transfer,8492000
4251,CapGemini,US,Carrefour,SP,3359932,cheque,8493000
1213,Exxon Mobil,US,Activision Blizard,SPA,1058064,card,8494000
4241,CapGemini,FR,ConocoPhillips,GER,9803223,card,8495000
9825,Chevron,ITA,Chevron,JAP,8251460,transfer,8496000
9128,Renault,US,Chevron,FR,3775142,card,8497000
1001,Exxon Mobil,ITA,Carrefour,FR,1050863,cheque,8498000
5648,Valeo,SP,General Motos,JAP,6944130,card,8499000
9805,Renault,JAP,Activision Blizard,UK,5596564,transfer,8500000
7309,Chevron,SPA,General Motos,ITA,2366885,cheque,8501000
1262,Carrefour,SP,Renault,SWI,8251804,transfer,8502000
3385,Renault,FR,Activision Blizard,SWI,586368,card,8503000
5506,Activision Blizard,SP,CapGemini,UK,7764715,cheque,8504000
5108,Renault,SPA,Tesla,CHI,1250332,transfer,8505000
1605,Chevron,FR,Renault,SP,5813912,transfer,8506000
8704,Valeo,UK,Carrefour,SPA,7988102,card,8507000
9861,Activision Blizard,SPA,CapGemini,FR,1257429,card,8508000
206,Exxon Mobil,SWI,CapGemini,JAP,7776335,card,8509000
7890,Monoprix,ITA,Activision Blizard,US,408861,card,8510000
3845,Renault,US,Renault,JAP,7198930,cheque,8511000
618,General Motos,UK,CapGemini,SP,5401384,card,8512000
7985,McKesson,GER,Renault,ITA,9154693,card,8513000
8007,Activision Blizard,US,Monoprix,SP,9809545,card,8514000
590,Exxon Mobil,SPA,Activision Blizard,JAP,2034801,cheque,8515000
4509,Tesla,CHI,Tesla,FR,2684425,cheque,8516000
5257,Tesla,ITA,General Motos,JAP,9389816,cheque,8517000
4430,Nissan,CHI,Monoprix,SPA,4346524,card,8518000
2314,ConocoPhillips,US,Nissan,CHI,8636190,cheque,8519000
423,ConocoPhillips,FR,Monoprix,SP,6950362,cheque,8520000
7759,Nissan,GER,Monoprix,SPA,7361497,card,8521000
6588,Tesla,SWI,Monoprix,GER,8895837,transfer,8522000
138,General Motos,CHI,Nissan,FR,3227513,transfer,8523000
5435,Renault,GER,General Motos,SP,5114128,card,8524000
9463,Monoprix,ITA,Activision Blizard,UK,1875554,transfer,8525000
3838,Nissan,FR,Exxon Mobil,SPA,65619,transfer,8526000
357,Tesla,SWI,CapGemini,UK,1603684,card,8527000
6482,Valeo,UK,Tesla,CHI,1290056,card,8528000
9209,CapGemini,JAP,Exxon Mobil,CHI,9446154,card,8529000
4046,Monoprix,UK,Carrefour,FR,85978,transfer,8530000
1009,CapGemini,CHI,Renault,US,5840532,cheque,8531000
9957,Exxon Mobil,CHI,Nissan,SPA,2055958,cheque,8532000
5950,Renault,CHI,McKesson,US,5066387,transfer,8533000
9555,ConocoPhillips,GER,Activision Blizard,SP,2321719,cheque,8534000
8027,Nissan,SP,Carrefour,SWI,7231720,transfer,8535000
3789,CapGemini,JAP,Monoprix,SWI,3410852,card,8536000
5848,ConocoPhillips,JAP,General Motos,US,4458382,transfer,8537000
3398,Chevron,UK,Renault,GER,5540167,cheque,8538000
1512,Activision Blizard,UK,ConocoPhillips,FR,9737215,card,8539000
6481,Activision Blizard,GER,Chevron,US,1235054,card,8540000
4682,Exxon Mobil,UK,ConocoPhillips,ITA,5537624,transfer,8541000
8702,Renault,ITA,Renault,SPA,686529,cheque,8542000
5941,Carrefour,CHI,CapGemini,ITA,3322691,cheque,8543000
4203,Valeo,ITA,Valeo,SPA,6133509,card,8544000
3362,Activision Blizard,JAP,Exxon Mobil,UK,1572367,cheque,8545000
4610,Exxon Mobil,SPA,General Motos,GER,1330897,cheque,8546000
7716,Monoprix,SWI,Activision Blizard,UK,802002,cheque,8547000
2501,McKesson,GER,Activision Blizard,CHI,6465333,transfer,8548000
9202,Tesla,FR,Chevron,JAP,8270712,card,8549000
6787,Renault,SP,Carrefour,SWI,6366366,cheque,8550000
6964,Nissan,SWI,Renault,SPA,7730629,transfer,8551000
1271,Valeo,UK,Activision Blizard,SWI,4704897,card,8552000
2353,Chevron,SP,Carrefour,US,4884673,transfer,8553000
3048,Renault,UK,Activision Blizard,CHI,5837238,transfer,8554000
9138,ConocoPhillips,GER,Carrefour,SPA,1168499,cheque,8555000
3420,General Motos,JAP,Carrefour,SP,7488425,cheque,8556000
6254,Tesla,JAP,General Motos,ITA,8248585,cheque,8557000
9434,Monoprix,GER,CapGemini,UK,7554952,card,8558000
3934,ConocoPhillips,FR,CapGemini,SPA,1661336,transfer,8559000
7516,Carrefour,FR,General Motos,ITA,4479993,transfer,8560000
2488,General Motos,SPA,Valeo,SPA,1527636,card,8561000
7220,Chevron,GER,ConocoPhillips,UK,3756530,card,8562000
9901,Monoprix,CHI,ConocoPhillips,FR,4183027,card,8563000
8569,Tesla,SPA,General Motos,JAP,7124736,cheque,8564000
4837,ConocoPhillips,ITA,Valeo,SPA,15055,transfer,8565000
3517,Monoprix,US,Monoprix,FR,8021402,transfer,8566000
135,General Motos,CHI,ConocoPhillips,CHI,5284741,cheque,8567000
1143,General Motos,GER,ConocoPhillips,SWI,1394723,cheque,8568000
9915,ConocoPhillips,ITA,Renault,SWI,2307866,transfer,8569000
734,Chevron,GER,Tesla,JAP,9102489,card,8570000
5137,Monoprix,ITA,Activision Blizard,US,8920864,cheque,8571000
2734,Activision Blizard,FR,McKesson,JAP,7896857,transfer,8572000
3354,Renault,UK,Activision Blizard,CHI,1480341,transfer,8573000
804,ConocoPhillips,UK,Activision Blizard,ITA,1540546,transfer,8574000
9656,Carrefour,US,Chevron,CHI,512381,transfer,8575000
7151,Nissan,GER,ConocoPhillips,US,6099522,cheque,8576000
2869,Tesla,UK,General Motos,SWI,1748597,transfer,8577000
5297,Exxon Mobil,UK,Carrefour,SWI,8394582,cheque,8578000
7031,Carrefour,ITA,McKesson,SWI,7476620,card,8579000
4667,Nissan,UK,Tesla,UK,8127887,transfer,8580000
3735,Nissan,CHI,CapGemini,CHI,3233934,cheque,8581000
1240,Renault,UK,Tesla,UK,2924148,cheque,8582000
3091,Monoprix,FR,Carrefour,CHI,8002763,cheque,8583000
5919,General Motos,UK,Monoprix,UK,1466452,card,8584000
9426,General Motos,CHI,Renault,ITA,4278737,cheque,8585000
7550,General Motos,SWI,ConocoPhillips,SP,4939822,transfer,8586000
4846,Renault,FR,Chevron,SPA,9543266,transfer,8587000
4415,Nissan,SPA,Monoprix,ITA,3087151,card,8588000
543,Monoprix,SP,General Motos,ITA,8567858,transfer,8589000
786,Carrefour,US,Carrefour,UK,7375683,transfer,8590000
8867,ConocoPhillips,GER,Tesla,ITA,7645230,transfer,8591000
2190,General Motos,JAP,Tesla,US,8961566,transfer,8592000
9502,McKesson,GER,Tesla,GER,3509609,cheque,8593000
3062,Exxon Mobil,SWI,ConocoPhillips,GER,2135007,transfer,8594000
5874,McKesson,JAP,ConocoPhillips,SPA,193486,card,8595000
2603,CapGemini,CHI,Valeo,SP,9133850,transfer,8596000
9826,ConocoPhillips,US,Nissan,SPA,6794503,transfer,8597000
8199,Chevron,SP,Chevron,SP,4964622,cheque,8598000
7154,Exxon Mobil,JAP,Monoprix,US,3048849,cheque,8599000
2877,Tesla,UK,Valeo,SP,9542120,cheque,8600000
802,Nissan,US,Carrefour,JAP,9119840,cheque,8601000
8753,CapGemini,US,Nissan,SPA,5532003,card,8602000
8564,Renault,US,Nissan,US,522175,card,8603000
4554,Activision Blizard,CHI,ConocoPhillips,SPA,5202934,transfer,8604000
5009,Activision Blizard,GER,Carrefour,SWI,6271373,transfer,8605000
4383,Exxon Mobil,FR,Valeo,ITA,7474114,transfer,8606000
1497,General Motos,CHI,Valeo,ITA,9776699,card,8607000
1487,McKesson,SPA,Carrefour,GER,2956432,cheque,8608000
8635,Tesla,FR,Chevron,CHI,1450587,card,8609000
1770,Exxon Mobil,SWI,Nissan,SP,5455800,transfer,8610000
5232,Chevron,GER,Valeo,SWI,1666172,card,8611000
4335,Chevron,CHI,Carrefour,SPA,9446994,transfer,8612000
4593,Carrefour,JAP,Monoprix,CHI,9080157,card,8613000
6408,Monoprix,FR,Tesla,GER,9207788,card,8614000
3739,Renault,GER,Carrefour,GER,9437643,card,8615000
6573,Nissan,SP,CapGemini,CHI,3051898,transfer,8616000
9176,Monoprix,UK,Monoprix,SWI,785220,transfer,8617000
2328,Exxon Mobil,JAP,Valeo,FR,2809621,transfer,8618000
6240,Tesla,JAP,CapGemini,UK,1186417,card,8619000
6409,Tesla,JAP,Exxon Mobil,ITA,2298429,transfer,8620000
9206,Renault,UK,Nissan,SWI,6389334,cheque,8621000
3073,McKesson,CHI,McKesson,GER,5854484,cheque,8622000
7287,CapGemini,FR,Monoprix,FR,3802645,cheque,8623000
2067,CapGemini,US,Activision Blizard,CHI,5780463,cheque,8624000
8375,Activision Blizard,US,Carrefour,SWI,71704,card,8625000
8436,ConocoPhillips,UK,CapGemini,ITA,7388908,cheque,8626000
3176,Chevron,GER,Exxon Mobil,SP,1836193,transfer,8627000
9989,Tesla,GER,ConocoPhillips,JAP,7746553,card,8628000
9427,Nissan,UK,Nissan,ITA,3936112,card,8629000
5781,ConocoPhillips,SPA,Activision Blizard,UK,4588505,transfer,8630000
9959,McKesson,FR,CapGemini,GER,8297172,transfer,8631000
6649,Monoprix,CHI,Activision Blizard,FR,4691472,card,8632000
5422,Valeo,SPA,Tesla,CHI,8525071,cheque,8633000
9206,ConocoPhillips,SP,Tesla,SP,3870790,cheque,8634000
9212,Monoprix,US,ConocoPhillips,JAP,421865,cheque,8635000
729,Exxon Mobil,GER,General Motos,ITA,6998913,transfer,8636000
1892,Valeo,GER,Valeo,CHI,2759651,cheque,8637000
2264,ConocoPhillips,JAP,Renault,ITA,9834525,transfer,8638000
4715,General Motos,CHI,Renault,SWI,6032078,transfer,8639000
3126,Tesla,CHI,Valeo,FR,2433898,card,8640000
9157,Carrefour,FR,Activision Blizard,GER,8713730,cheque,8641000
1254,Exxon Mobil,ITA,Activision Blizard,SPA,5303629,transfer,8642000
4107,Valeo,SP,Carrefour,JAP,3418785,transfer,8643000
8431,General Motos,CHI,Monoprix,SWI,6111374,card,8644000
4449,Nissan,SPA,Monoprix,US,2350441,cheque,8645000
5971,Renault,ITA,ConocoPhillips,GER,172583,cheque,8646000
119,General Motos,SP,Monoprix,ITA,3065501,card,8647000
8869,Monoprix,FR,Nissan,GER,1345776,cheque,8648000
4859,Activision Blizard,SWI,CapGemini,GER,2251936,cheque,8649000
837,Monoprix,UK,Exxon Mobil,UK,8617848,cheque,8650000
4965,Renault,FR,McKesson,SPA,2656311,cheque,8651000
7422,Carrefour,JAP,General Motos,ITA,5494820,transfer,8652000
3507,Nissan,US,McKesson,US,7409775,cheque,8653000
3805,Nissan,SWI,Carrefour,UK,4874321,card,8654000
846,Tesla,CHI,Chevron,CHI,3384935,card,8655000
3181,Monoprix,JAP,Carrefour,SPA,9336362,cheque,8656000
5734,Renault,JAP,Tesla,JAP,7535330,card,8657000
4328,Exxon Mobil,UK,CapGemini,CHI,8147874,transfer,8658000
9394,ConocoPhillips,FR,General Motos,UK,247499,transfer,8659000
1252,Chevron,SWI,Tesla,JAP,3698547,transfer,8660000
1384,Renault,JAP,Monoprix,US,2869071,transfer,8661000
7456,Renault,FR,Activision Blizard,ITA,5719861,transfer,8662000
1426,Monoprix,UK,McKesson,SPA,2133664,transfer,8663000
9324,Renault,SP,McKesson,JAP,5079475,card,8664000
1832,CapGemini,US,ConocoPhillips,CHI,4417150,cheque,8665000
643,Nissan,CHI,CapGemini,ITA,6672775,cheque,8666000
5119,Chevron,ITA,Tesla,SWI,4843409,cheque,8667000
4901,ConocoPhillips,SPA,Nissan,JAP,2932023,transfer,8668000
5835,CapGemini,US,Exxon Mobil,ITA,7330253,transfer,8669000
5255,ConocoPhillips,SWI,Exxon Mobil,SPA,8274880,card,8670000
7399,Nissan,JAP,Valeo,GER,2644606,transfer,8671000
9058,Monoprix,JAP,Renault,SPA,7508093,card,8672000
8254,General Motos,UK,Renault,CHI,4700523,cheque,8673000
3561,Carrefour,CHI,General Motos,JAP,3945313,cheque,8674000
7239,ConocoPhillips,UK,ConocoPhillips,FR,6857299,card,8675000
6305,Exxon Mobil,CHI,General Motos,SP,7466967,card,8676000
4954,Activision Blizard,SP,General Motos,SPA,4471740,transfer,8677000
759,Valeo,US,Renault,GER,6536646,cheque,8678000
3762,McKesson,ITA,Carrefour,FR,5118193,card,8679000
1485,Nissan,GER,General Motos,SWI,62337,cheque,8680000
3528,CapGemini,JAP,ConocoPhillips,SP,3107067,cheque,8681000
298,Monoprix,GER,ConocoPhillips,SWI,2397362,transfer,8682000
316,CapGemini,FR,McKesson,UK,5063159,transfer,8683000
1069,Activision Blizard,US,Activision Blizard,CHI,8160693,cheque,8684000
206,Carrefour,ITA,Chevron,SWI,34122,transfer,8685000
3069,Carrefour,FR,Activision Blizard,CHI,9856171,card,8686000
8934,CapGemini,ITA,Activision Blizard,FR,4062521,card,8687000
785,Tesla,ITA,Activision Blizard,UK,897683,cheque,8688000
6815,Carrefour,JAP,Carrefour,SPA,9396021,transfer,8689000
9482,Carrefour,UK,McKesson,JAP,1308436,transfer,8690000
9619,Renault,SWI,Renault,UK,5293508,card,8691000
5302,Valeo,FR,Nissan,SP,1029335,transfer,8692000
1792,McKesson,SPA,Renault,SWI,7691326,transfer,8693000
3731,Renault,GER,Monoprix,CHI,3605908,cheque,8694000
5384,Tesla,SP,CapGemini,UK,610010,cheque,8695000
3509,Monoprix,JAP,ConocoPhillips,SP,9406064,card,8696000
3486,Monoprix,SPA,ConocoPhillips,SWI,9626906,transfer,8697000
9834,Renault,SWI,General Motos,UK,2747968,transfer,8698000
3142,Renault,ITA,Nissan,SP,9092404,transfer,8699000
2732,Monoprix,UK,Activision Blizard,JAP,461077,cheque,8700000
9823,Activision Blizard,ITA,Chevron,UK,6625827,cheque,8701000
8670,Nissan,GER,ConocoPhillips,US,4681812,cheque,8702000
9078,Tesla,JAP,Exxon Mobil,UK,1795408,card,8703000
3079,Carrefour,CHI,General Motos,SWI,4954963,card,8704000
8525,Activision Blizard,FR,CapGemini,JAP,1886891,cheque,8705000
4261,Renault,SPA,Monoprix,SPA,2727840,cheque,8706000
2637,McKesson,UK,Nissan,US,3491732,card,8707000
4662,General Motos,SP,Exxon Mobil,GER,6967653,transfer,8708000
2975,Activision Blizard,ITA,Monoprix,UK,2548779,transfer,8709000
8462,CapGemini,SPA,Nissan,UK,4218307,cheque,8710000
7907,Valeo,UK,Exxon Mobil,SWI,2456546,transfer,8711000
8781,CapGemini,GER,General Motos,SP,2495071,transfer,8712000
4322,Tesla,CHI,Renault,SPA,248551,transfer,8713000
8604,Tesla,SWI,Activision Blizard,US,393386,cheque,8714000
116,ConocoPhillips,SWI,Activision Blizard,ITA,612108,transfer,8715000
9342,General Motos,UK,Nissan,SWI,280745,card,8716000
3831,General Motos,UK,General Motos,UK,1955778,card,8717000
7086,CapGemini,JAP,Carrefour,JAP,9780215,card,8718000
471,Exxon Mobil,SPA,Valeo,FR,195687,transfer,8719000
349,Tesla,ITA,Carrefour,CHI,3701695,cheque,8720000
1133,Chevron,US,General Motos,CHI,4845101,card,8721000
8238,Tesla,SP,General Motos,FR,6381340,card,8722000
3027,Tesla,FR,CapGemini,ITA,3673207,card,8723000
257,Activision Blizard,UK,Tesla,ITA,2582116,cheque,8724000
6221,Exxon Mobil,ITA,Carrefour,SWI,1472215,card,8725000
883,Nissan,JAP,Nissan,FR,5726582,cheque,8726000
5344,Activision Blizard,GER,General Motos,SP,1943014,transfer,8727000
3250,Activision Blizard,ITA,Renault,SPA,2784890,card,8728000
9396,General Motos,SPA,Chevron,SWI,5354306,cheque,8729000
6666,Chevron,US,McKesson,SWI,7053884,cheque,8730000
9034,ConocoPhillips,SWI,General Motos,US,9893874,cheque,8731000
6432,Nissan,FR,McKesson,CHI,1301647,card,8732000
7155,Monoprix,US,CapGemini,ITA,7874381,cheque,8733000
430,General Motos,FR,CapGemini,UK,1939121,card,8734000
243,Nissan,FR,Nissan,US,4282429,card,8735000
8334,CapGemini,CHI,Nissan,SWI,3884504,transfer,8736000
7853,ConocoPhillips,US,Valeo,SP,4719051,cheque,8737000
2048,Carrefour,SWI,Chevron,CHI,3509636,transfer,8738000
3874,Nissan,SWI,Chevron,UK,2569020,transfer,8739000
1168,CapGemini,FR,McKesson,UK,9224336,card,8740000
2314,Monoprix,UK,Carrefour,SPA,4268887,transfer,8741000
7210,Carrefour,SPA,Tesla,CHI,2089131,transfer,8742000
6903,Exxon Mobil,UK,Activision Blizard,FR,8676216,cheque,8743000
7077,McKesson,UK,Valeo,FR,3662408,card,8744000
6931,Carrefour,SP,General Motos,FR,7182398,cheque,8745000
6534,Activision Blizard,US,Exxon Mobil,JAP,5636599,cheque,8746000
1813,Renault,FR,Chevron,SPA,1866676,cheque,8747000
9245,Nissan,CHI,Valeo,UK,3095152,card,8748000
2945,Exxon Mobil,SPA,ConocoPhillips,SWI,8397821,card,8749000
1176,Activision Blizard,ITA,Activision Blizard,UK,9833075,cheque,8750000
1765,Carrefour,CHI,Nissan,GER,862604,transfer,8751000
3062,Tesla,UK,Activision Blizard,SPA,2299872,cheque,8752000
7238,Valeo,UK,Monoprix,UK,3689240,transfer,8753000
5014,Tesla,SP,CapGemini,SWI,4675055,cheque,8754000
2819,Exxon Mobil,UK,Tesla,SP,6401467,transfer,8755000
3377,ConocoPhillips,CHI,Renault,CHI,9407904,card,8756000
3917,Valeo,JAP,Exxon Mobil,GER,531257,transfer,8757000
8594,Activision Blizard,CHI,Chevron,SPA,2930157,card,8758000
6517,Renault,SPA,Tesla,SP,5627816,transfer,8759000
7614,CapGemini,ITA,Chevron,SP,3171378,card,8760000
5669,Valeo,SP,Activision Blizard,UK,6504163,card,8761000
2325,ConocoPhillips,SPA,Chevron,SPA,7449360,transfer,8762000
691,Nissan,FR,Carrefour,ITA,104869,card,8763000
8627,Activision Blizard,SP,ConocoPhillips,FR,527635,transfer,8764000
4293,Exxon Mobil,SWI,Nissan,JAP,8717484,cheque,8765000
6014,General Motos,JAP,McKesson,US,5586114,transfer,8766000
7795,Valeo,GER,McKesson,ITA,3959032,transfer,8767000
7510,Renault,SWI,Renault,FR,8427610,transfer,8768000
118,Nissan,JAP,CapGemini,JAP,3913353,transfer,8769000
9244,Tesla,SP,ConocoPhillips,FR,835697,transfer,8770000
5594,ConocoPhillips,UK,Carrefour,ITA,6459645,transfer,8771000
8488,Monoprix,CHI,Nissan,SP,4938814,cheque,8772000
5186,Tesla,SP,Tesla,FR,4770741,cheque,8773000
6175,Nissan,SP,Renault,JAP,6693092,transfer,8774000
2371,Tesla,ITA,Monoprix,SP,7811477,transfer,8775000
7317,Renault,CHI,Nissan,CHI,9481259,card,8776000
5811,Chevron,CHI,General Motos,JAP,7821815,cheque,8777000
273,Activision Blizard,SWI,Chevron,SPA,5769064,cheque,8778000
1415,General Motos,ITA,ConocoPhillips,US,7032604,transfer,8779000
5644,Carrefour,FR,ConocoPhillips,SPA,1006399,cheque,8780000
